num_id,lang_family,lang_name,lang_id_udhr,text_udhr
082,Indo-European – Indo-Iranian,Hindi,udhr_hindi,&#x0938;&#x092D;&#x0940; &#x092E;&#x0928;&#x0941;&#x0937;&#x094D;&#x092F;&#x094B;&#x0902; &#x0915;&#x094B; &#x0917;&#x094C;&#x0930;&#x0935; &#x0914;&#x0930; &#x0905;&#x0927;&#x093F;&#x0915;&#x093E;&#x0930;&#x094B;&#x0902; &#x0915;&#x0947; &#x092E;&#x093E;&#x092E;&#x0932;&#x0947; &#x092E;&#x0947;&#x0902; &#x091C;&#x0928;&#x094D;&#x092E;&#x091C;&#x093E;&#x0924; &#x0938;&#x094D;&#x0935;&#x0924;&#x0928;&#x094D;&#x0924;&#x094D;&#x0930;&#x0924;&#x093E; &#x0914;&#x0930; &#x0938;&#x092E;&#x093E;&#x0928;&#x0924;&#x093E; &#x092A;&#x094D;&#x0930;&#x093E;&#x092A;&#x094D;&#x0924; &#x0939;&#x0948;&#x0964; &#x0909;&#x0928;&#x094D;&#x0939;&#x0947;&#x0902; &#x092C;&#x0941;&#x0926;&#x094D;&#x0927;&#x093F; &#x0914;&#x0930; &#x0905;&#x0928;&#x094D;&#x0924;&#x0930;&#x093E;&#x0924;&#x094D;&#x092E;&#x093E; &#x0915;&#x0940; &#x0926;&#x0947;&#x0928; &#x092A;&#x094D;&#x0930;&#x093E;&#x092A;&#x094D;&#x0924; &#x0939;&#x0948; &#x0914;&#x0930; &#x092A;&#x0930;&#x0938;&#x094D;&#x092A;&#x0930; &#x0909;&#x0928;&#x094D;&#x0939;&#x0947;&#x0902; &#x092D;&#x093E;&#x0908;&#x091A;&#x093E;&#x0930;&#x0947; &#x0915;&#x0947; &#x092D;&#x093E;&#x0935; &#x0938;&#x0947; &#x092C;&#x0930;&#x094D;&#x0924;&#x093E;&#x0935; &#x0915;&#x0930;&#x0928;&#x093E; &#x091A;&#x093E;&#x0939;&#x093F;&#x090F;&#x0964;
083,Indo-European – Indo-Iranian,Kashmiri,udhr_kashmiri,&#x0633;&#x0654;&#x0631;&#x06CC; &#x0644;&#x064F;&#x06A9;&#x06BE; &#x0686;&#x0647;&#x06C1;&#x0655; &#x062D;&#x0642;&#x0648;&#x0657;&#x0642; &#x062A;&#x0650;&#x06C1; &#x0639;&#x0632;&#x062A; &#x0644;&#x0650;&#x062D;&#x0627;&#x0638;&#x0655; &#x06C1;&#x0650;&#x06C1;&#x06CC;&#x0656; &#x0698;&#x0627;&#x0645;&#x0650;&#x062A;. &#x062A;&#x0650;&#x0645;&#x0646; &#x0686;&#x0647;&#x200D;&#x06C1;&#x0650; &#x0636;&#x0645;&#x064A;&#x0631; &#x062A;&#x0650;&#x06C1; &#x0639;&#x064E;&#x0642;&#x0644; &#x062F;&#x0650;&#x0646;&#x0650; &#x0622;&#x0645;&#x0655;&#x0698;. &#x062A;&#x0654;&#x0648;&#x06D2; &#x067E;&#x064E;&#x0632;&#x0655; &#x062A;&#x064F;&#x0645;&#x0646; &#x0628;&#x06BE;&#x0672;&#x0626;&#x06CC; &#x0628;&#x0631;&#x0627;&#x062F;&#x0631;&#x06CC; &#x0633;&#x0627;&#x0646;&#x065B; &#x0631;&#x0648;&#x0632;&#x064F;&#x0646;.
084,Indo-European – Indo-Iranian,Khowar,udhr_khowar,Saf ins&#x0101;n &#x0101;z&#x0101;d wa &#x1E25;uq&#x016B;q-ochay izzato &#x0117;&#x02BF;tib&#x0101;ro sora bar&#x0101;baar paid&#x0101; biti asuni. hetantey &#x017C;am&#x012B;r &#x00F4;chay &#x02BF;aql ataa koronu biti sher. Hey bachen hetan taan muzhi brar gariyo sul&#x016B;k korelik.
085,Indo-European – Indo-Iranian,Kurdish,udhr_kurdish,Hem&#x00FB; mirov azad &#x00FB; di weqar &#x00FB; mafan de wekhev t&#x00EA;n dinyay&#x00EA;. Ew xwed&#x00EE; hi&#x015F; &#x00FB; &#x015F;u&#x00FB;r in &#x00FB; div&#x00EA; li hember hev bi zihniyeteke bratiy&#x00EA; bilivin.
086,Indo-European – Indo-Iranian,Maldivian,udhr_maldivian,&#x0780;&#x07AA;&#x0783;&#x07A8;&#x0780;&#x07A7; &#x0787;&#x07A8;&#x0782;&#x07B0;&#x0790;&#x07A7;&#x0782;&#x07AA;&#x0782;&#x07B0; &#x0788;&#x07AC;&#x0790;&#x07B0; &#x0787;&#x07AA;&#x078A;&#x07A6;&#x0782;&#x07B0;&#x0788;&#x07A6;&#x0782;&#x07A9;&#x060C; &#x078B;&#x07A6;&#x0783;&#x07A6;&#x0796;&#x07A6;&#x0787;&#x07A7;&#x0787;&#x07A8; &#x0799;&#x07A6;&#x0787;&#x07B0;&#x07A4;&#x07AA;&#x078C;&#x07A6;&#x0786;&#x07AA;&#x078E;&#x07A6;&#x0787;&#x07A8; &#x0789;&#x07A8;&#x0782;&#x07A8;&#x0788;&#x07A6;&#x0782;&#x07B0;&#x0786;&#x07A6;&#x0789;&#x07A7;&#x0787;&#x07A8; &#x0780;&#x07A6;&#x0789;&#x07A6;&#x0780;&#x07A6;&#x0789;&#x07A6;&#x0786;&#x07A6;&#x0782;&#x07B0; &#x078D;&#x07A8;&#x0784;&#x07A8;&#x078E;&#x07AC;&#x0782;&#x07B0;&#x0788;&#x07A7; &#x0784;&#x07A6;&#x0787;&#x07AC;&#x0787;&#x07B0;&#x078E;&#x07AC; &#x078E;&#x07AE;&#x078C;&#x07AA;&#x078E;&#x07A6;&#x0787;&#x07AC;&#x0788;&#x07AC;. &#x0787;&#x07AC;&#x0789;&#x07A9;&#x0780;&#x07AA;&#x0782;&#x07B0;&#x0782;&#x07A6;&#x0781;&#x07B0; &#x0780;&#x07AC;&#x0794;&#x07AE; &#x0788;&#x07A8;&#x0790;&#x07B0;&#x0782;&#x07AA;&#x0789;&#x07A7;&#x0787;&#x07A8;&#x060C; &#x0780;&#x07AC;&#x0794;&#x07AE; &#x0784;&#x07AA;&#x0787;&#x07B0;&#x078B;&#x07A9;&#x078E;&#x07AC; &#x0784;&#x07A7;&#x0783;&#x07AA; &#x078D;&#x07A8;&#x0784;&#x07A8;&#x078E;&#x07AC;&#x0782;&#x07B0;&#x0788;&#x07AC;&#x0787;&#x07AC;&#x0788;&#x07AC;. &#x0787;&#x07A6;&#x078B;&#x07A8; &#x0787;&#x07AC;&#x0789;&#x07A9;&#x0780;&#x07AA;&#x0782;&#x07B0; &#x0787;&#x07AC;&#x0786;&#x07A6;&#x0786;&#x07AA; &#x0787;&#x07A6;&#x0782;&#x07AC;&#x0786;&#x07A6;&#x0786;&#x07A7; &#x0789;&#x07AC;&#x078B;&#x07AA; &#x0789;&#x07AA;&#x07A2;&#x07A7;&#x0789;&#x07A6;&#x078D;&#x07A7;&#x078C;&#x07B0; &#x0786;&#x07AA;&#x0783;&#x07A6;&#x0782;&#x07B0;&#x0788;&#x07A7;&#x0782;&#x07A9;&#x060C; &#x0787;&#x07AA;&#x079A;&#x07AA;&#x0787;&#x07B0;&#x0788;&#x07A6;&#x078C;&#x07B0;&#x078C;&#x07AC;&#x0783;&#x07A8; &#x0786;&#x07A6;&#x0789;&#x07AA;&#x078E;&#x07AC; &#x0783;&#x07AB;&#x0799;&#x07AC;&#x0787;&#x07B0;&#x078E;&#x07A6;&#x0787;&#x07AC;&#x0788;&#x07AC;.
087,Indo-European – Indo-Iranian,Marathi,udhr_marathi,&#x0938;&#x0930;&#x094D;&#x0935; &#x092E;&#x0928;&#x0941;&#x0937;&#x094D;&#x092F;&#x091C;&#x093E;&#x0924; &#x091C;&#x0928;&#x094D;&#x092E;&#x0924;&#x0903;&#x091A; &#x0938;&#x094D;&#x0935;&#x0924;&#x0902;&#x0924;&#x094D;&#x0930; &#x0906;&#x0939;&#x0947; &#x0935; &#x0938;&#x0930;&#x094D;&#x0935;&#x091C;&#x0923;&#x093E;&#x0902;&#x0928;&#x093E; &#x0938;&#x092E;&#x093E;&#x0928; &#x092A;&#x094D;&#x0930;&#x0924;&#x093F;&#x0937;&#x094D;&#x0920;&#x093E; &#x0935; &#x0938;&#x092E;&#x093E;&#x0928; &#x0905;&#x0927;&#x093F;&#x0915;&#x093E;&#x0930; &#x0906;&#x0939;&#x0947;&#x0924;. &#x0924;&#x094D;&#x092F;&#x093E;&#x0902;&#x0928;&#x093E; &#x0935;&#x093F;&#x091A;&#x093E;&#x0930;&#x0936;&#x0915;&#x094D;&#x0924;&#x0940; &#x0935; &#x0938;&#x0926;&#x0938;&#x0926;&#x094D;&#x0935;&#x093F;&#x0935;&#x0947;&#x0915;&#x092C;&#x0941;&#x0926;&#x094D;&#x0927;&#x0940; &#x0932;&#x093E;&#x092D;&#x0932;&#x0947;&#x0932;&#x0940; &#x0906;&#x0939;&#x0947; &#x0935; &#x0924;&#x094D;&#x092F;&#x093E;&#x0902;&#x0928;&#x0940; &#x090F;&#x0915;&#x092E;&#x0947;&#x0915;&#x093E;&#x0902;&#x0936;&#x0940; &#x092C;&#x0902;&#x0927;&#x0941;&#x0924;&#x094D;&#x0935;&#x093E;&#x091A;&#x094D;&#x092F;&#x093E; &#x092D;&#x093E;&#x0935;&#x0928;&#x0947;&#x0928;&#x0947; &#x0906;&#x091A;&#x0930;&#x0923; &#x0915;&#x0930;&#x093E;&#x0935;&#x0947;.
088,Indo-European – Indo-Iranian,Marwari,udhr_marwari,&#x0633;&#x06AF;&#x076A;&#x0627; &#x0645;&#x0768;&#x06A9;&#x0647; &#x0646;&#x06D2; &#x06AF;&#x0648;&#x0631;&#x0648; &#x0627;&#x0646; &#x0627;&#x062F;&#x0647;&#x06A9;&#x0627;&#x0631;&#x0648;&#x06BA; &#x0631;&#x06D2; &#x0631;&#x0627;&#x0633;&#x06D2; &#x0645;&#x0627;&#x06CC; &#x062C;&#x076A;&#x0645; &#x0633;&#x0648;&#x06BA; &#x0633;&#x0648;&#x062A;&#x0646;&#x062A;&#x0631;&#x0627; &#x0627;&#x0646;&#x06D2; &#x0633;&#x0645;&#x0627;&#x0646;&#x062A;&#x0627; &#x067E;&#x0631;&#x0627;&#x067E;&#x062A; &#x0686;&#x0647;&#x06D2;. &#x0648;&#x0768;&#x06CC; &#x0631;&#x06D2; &#x06AF;&#x0648;&#x0691;&#x06D2; &#x0628;&#x062F;&#x0647; &#x0627;&#x0646; &#x0627;&#x0646;&#x062A;&#x0631;&#x0627;&#x062A;&#x0645;&#x0627; &#x0631;&#x06CC; &#x067E;&#x0631;&#x0627;&#x067E;&#x062A;&#x06CC; &#x0686;&#x0647;&#x06D2; &#x0627;&#x0646; &#x0648;&#x0768;&#x06CC; &#x0646;&#x06D2; &#x0628;&#x0647;&#x06CC;&#x0626;&#x06CC;&#x067E;&#x0627;&#x076A;&#x0627; &#x0628;&#x0647;&#x0627;&#x0648;&#x0646;&#x0627; &#x0633;&#x0648; &#x0627;&#x06D2;&#x06A9;&#x0628;&#x06CC;&#x062C;&#x06D2; &#x0631;&#x06D2; &#x0633;&#x0627;&#x0631;&#x0648; &#x0648;&#x0631;&#x062A;&#x0646; &#x06A9;&#x0631;&#x0768;&#x0648; &#x062C;&#x0648;&#x06CC;&#x06CC;&#x062C;&#x06D2; &#x0686;&#x0647;&#x06D2;.
089,Indo-European – Indo-Iranian,Nepali,udhr_ne,&#x0938;&#x092C;&#x0948; &#x0935;&#x094D;&#x092F;&#x0915;&#x094D;&#x0924;&#x093F;&#x0939;&#x0930;&#x0942; &#x091C;&#x0928;&#x094D;&#x092E;&#x091C;&#x093E;&#x0924; &#x0938;&#x094D;&#x0935;&#x0924;&#x0928;&#x094D;&#x0924;&#x094D;&#x0930; &#x0939;&#x0941;&#x0928;&#x094D; &#x0924;&#x0940; &#x0938;&#x092C;&#x0948;&#x0915;&#x094B; &#x0938;&#x092E;&#x093E;&#x0928; &#x0905;&#x0927;&#x093F;&#x0915;&#x093E;&#x0930; &#x0930; &#x092E;&#x0939;&#x0924;&#x094D;&#x0935; &#x091B;&#x0964; &#x0928;&#x093F;&#x091C;&#x0939;&#x0930;&#x0942;&#x092E;&#x093E; &#x0935;&#x093F;&#x091A;&#x093E;&#x0930; &#x0936;&#x0915;&#x094D;&#x0924;&#x093F; &#x0930; &#x0938;&#x0926;&#x094D;&#x0935;&#x093F;&#x091A;&#x093E;&#x0930; &#x092D;&#x090F;&#x0915;&#x094B;&#x0932;&#x0947; &#x0928;&#x093F;&#x091C;&#x0939;&#x0930;&#x0942;&#x0932;&#x0947; &#x0906;&#x092A;&#x0938;&#x094D;&#x0924;&#x092E;&#x093E; &#x092D;&#x094D;&#x0930;&#x093E;&#x0924;&#x0943;&#x0924;&#x094D;&#x0935;&#x0915;&#x094B; &#x092D;&#x093E;&#x0935;&#x0928;&#x093E;&#x092C;&#x093E;&#x091F; &#x0935;&#x094D;&#x092F;&#x0935;&#x0939;&#x093E;&#x0930; &#x0917;&#x0930;&#x094D;&#x0928;&#x0941; &#x092A;&#x0930;&#x094D;&#x091B;&#x0964;
090,Indo-European – Indo-Iranian,Odia,udhr_oriya,&#x0B38;&#x0B2C;&#x0B41; &#x0B2E;&#x0B28;&#x0B41;&#x0B37;&#x0B4D;&#x0B5F; &#x0B1C;&#x0B28;&#x0B4D;&#x0B2E;&#x0B15;&#x0B3E;&#x0B33;&#x0B30;&#x0B41; &#x0B38;&#x0B4D;&#x0B71;&#x0B3E;&#x0B27;&#x0B40;&#x0B28;. &#x0B38;&#x0B47;&#x0B2E;&#x0B3E;&#x0B28;&#x0B19;&#x0B4D;&#x0B15;&#x0B30; &#x0B2E;&#x0B30;&#x0B4D;&#x0B2F;&#x0B4D;&#x0B5F;&#x0B3E;&#x0B26;&#x0B3E; &#x0B13; &#x0B05;&#x0B27;&#x0B3F;&#x0B15;&#x0B3E;&#x0B30; &#x0B38;&#x0B2E;&#x0B3E;&#x0B28;. &#x0B38;&#x0B47;&#x0B2E;&#x0B3E;&#x0B28;&#x0B19;&#x0B4D;&#x0B15;&#x0B20;&#x0B3E;&#x0B30;&#x0B47; &#x0B2A;&#x0B4D;&#x0B30;&#x0B1C;&#x0B4D;&#x0B1E;&#x0B3E; &#x0B13; &#x0B2C;&#x0B3F;&#x0B2C;&#x0B47;&#x0B15; &#x0B28;&#x0B3F;&#x0B39;&#x0B3F;&#x0B24; &#x0B05;&#x0B1B;&#x0B3F;. &#x0B38;&#x0B47;&#x0B2E;&#x0B3E;&#x0B28;&#x0B47; &#x0B2A;&#x0B30;&#x0B38;&#x0B4D;&#x0B2A;&#x0B30; &#x0B2A;&#x0B4D;&#x0B30;&#x0B24;&#x0B3F; &#x0B2D;&#x0B3E;&#x0B24;&#x0B43;&#x0B2D;&#x0B3E;&#x0B2C; &#x0B2A;&#x0B4B;&#x0B37;&#x0B23; &#x0B15;&#x0B30;&#x0B3F; &#x0B15;&#x0B3E;&#x0B30;&#x0B4D;&#x0B2F;&#x0B4D;&#x0B5F; &#x0B15;&#x0B30;&#x0B3F;&#x0B2C;&#x0B3E; &#x0B26;&#x0B30;&#x0B15;&#x0B3E;&#x0B30;.
091,Indo-European – Indo-Iranian,Ossetian,udhr_ossetian,"&#x0410;&#x0434;&#x04D5;&#x0439;&#x043C;&#x04D5;&#x0433;&#x0442;&#x04D5; &#x0441;&#x0435; '&#x043F;&#x043F;&#x04D5;&#x0442; &#x0434;&#x04D5;&#x0440; &#x0440;&#x0430;&#x0439;&#x0433;&#x0443;&#x044B;&#x0440;&#x044B;&#x043D;&#x0446; &#x0441;&#x04D5;&#x0440;&#x0438;&#x0431;&#x0430;&#x0440;&#x04D5;&#x0439; &#x04D5;&#x043C;&#x04D5; &#x04D5;&#x043C;&#x0445;&#x0443;&#x044B;&#x0437;&#x043E;&#x043D;&#x04D5;&#x0439; &#x0441;&#x04D5; &#x0431;&#x0430;&#x0440;&#x0442;&#x044B;. &#x0423;&#x044B;&#x0434;&#x043E;&#x043D; &#x04D5;&#x0445;&#x0445;&#x04D5;&#x0441;&#x0442; &#x0441;&#x0442;&#x044B; &#x0437;&#x043E;&#x043D;&#x0434; &#x04D5;&#x043C;&#x04D5; &#x043D;&#x0430;&#x043C;&#x044B;&#x0441;&#x04D5;&#x0439;, &#x04D5;&#x043C;&#x04D5; &#x043A;&#x04D5;&#x0440;&#x04D5;&#x0434;&#x0437;&#x0438;&#x0439;&#x04D5;&#x043D; &#x0445;&#x044A;&#x0443;&#x0430;&#x043C;&#x04D5; &#x0443;&#x043E;&#x0439; &#x04D5;&#x0444;&#x0441;&#x044B;&#x043C;&#x04D5;&#x0440;&#x0442;&#x044B; &#x0445;&#x0443;&#x044B;&#x0437;&#x04D5;&#x043D;."
092,Indo-European – Indo-Iranian,Persian,udhr_fa1,"&#x062A;&#x0645;&#x0627;&#x0645; &#x0627;&#x0641;&#x0631;&#x0627;&#x062F; &#x0628;&#x0634;&#x0631; &#x0622;&#x0632;&#x0627;&#x062F; &#x0628;&#x0647; &#x062F;&#x0646;&#x06CC;&#x0627; &#x0645;&#x06CC; &#x0622;&#x06CC;&#x0646;&#x062F; &#x0648; &#x0627;&#x0632; &#x0644;&#x062D;&#x0627;&#x0638; &#x062D;&#x06CC;&#x062B;&#x06CC;&#x062A; &#x0648; &#x062D;&#x0642;&#x0648;&#x0642; &#x0628;&#x0627; &#x0647;&#x0645; &#x0628;&#x0631;&#x0627;&#x0628;&#x0631;&#x0646;&#x062F;, &#x0647;&#x0645;&#x0647; &#x062F;&#x0627;&#x0631;&#x0627;&#x06CC; &#x0639;&#x0642;&#x0644; &#x0648; &#x0648;&#x062C;&#x062F;&#x0627;&#x0646; &#x0645;&#x06CC; &#x0628;&#x0627;&#x0634;&#x0646;&#x062F; &#x0648; &#x0628;&#x0627;&#x06CC;&#x062F; &#x0646;&#x0633;&#x0628;&#x062A; &#x0628;&#x0647; &#x06CC;&#x06A9; &#x062F;&#x06CC;&#x06AF;&#x0631; &#x0628;&#x0627; &#x0631;&#x0648;&#x062D; &#x0628;&#x0631;&#x0627;&#x062F;&#x0631;&#x06CC; &#x0631;&#x0641;&#x062A;&#x0627;&#x0631; &#x06A9;&#x0646;&#x0646;&#x062F;."
093,Indo-European – Indo-Iranian,Punjabi – Eastern,udhr_pa,"&#x0A38;&#x0A3E;&#x0A30;&#x0A3E; &#x0A2E;&#x0A28;&#x0A41;&#x0A71;&#x0A16;&#x0A40; &#x0A2A;&#x0A30;&#x0A3F;&#x0A35;&#x0A3E;&#x0A30; &#x0A06;&#x0A2A;&#x0A23;&#x0A40; &#x0A2E;&#x0A39;&#x0A3F;&#x0A2E;&#x0A3E;, &#x0A36;&#x0A3E;&#x0A28; &#x0A05;&#x0A24;&#x0A47; &#x0A39;&#x0A71;&#x0A15;&#x0A3E;&#x0A02; &#x0A26;&#x0A47; &#x0A2A;&#x0A71;&#x0A16;&#x0A4B;&#x0A02; &#x0A1C;&#x0A28;&#x0A2E; &#x0A24;&#x0A4B;&#x0A02; &#x0A39;&#x0A40; &#x0A06;&#x0A5B;&#x0A3E;&#x0A26; &#x0A39;&#x0A48; &#x0A05;&#x0A24;&#x0A47; &#x0A38;&#x0A41;&#x0A24;&#x0A47; &#x0A38;&#x0A3F;&#x0A71;&#x0A27; &#x0A38;&#x0A3E;&#x0A30;&#x0A47; &#x0A32;&#x0A4B;&#x0A15; &#x0A2C;&#x0A30;&#x0A3E;&#x0A2C;&#x0A30; &#x0A39;&#x0A28; &#x0964; &#x0A09;&#x0A28;&#x0A4D;&#x0A39;&#x0A3E;&#x0A02; &#x0A38;&#x0A2D;&#x0A28;&#x0A3E; &#x0A28;&#x0A42;&#x0A70; &#x0A24;&#x0A30;&#x0A15; &#x0A05;&#x0A24;&#x0A47; &#x0A5B;&#x0A2E;&#x0A40;&#x0A30; &#x0A26;&#x0A40; &#x0A38;&#x0A4C;&#x0A17;&#x0A3E;&#x0A24; &#x0A2E;&#x0A3F;&#x0A32;&#x0A40; &#x0A39;&#x0A4B;&#x0A08; &#x0A39;&#x0A48; &#x0A05;&#x0A24;&#x0A47; &#x0A09;&#x0A28;&#x0A4D;&#x0A39;&#x0A3E;&#x0A02; &#x0A28;&#x0A42;&#x0A70; &#x0A2D;&#x0A30;&#x0A3E;&#x0A24;&#x0A30;&#x0A40;&#x0A2D;&#x0A3E;&#x0A35; &#x0A26;&#x0A40; &#x0A2D;&#x0A3E;&#x0A35;&#x0A28;&#x0A3E; &#x0A30;&#x0A16;&#x0A26;&#x0A3F;&#x0A06;&#x0A02; &#x0A06;&#x0A2A;&#x0A38; &#x0A35;&#x0A3F;&#x0A1A; &#x0A35;&#x0A3F;&#x0A1A;&#x0A30;&#x0A23;&#x0A3E; &#x0A1A;&#x0A3E;&#x0A39;&#x0A40;&#x0A26;&#x0A3E; &#x0A39;&#x0A48; &#x0964;"
094,Indo-European – Indo-Iranian,Sanskrit,udhr_sanskrit,"&#x0938;&#x0930;&#x094D;&#x0935;&#x0947; &#x092E;&#x093E;&#x0928;&#x0935;&#x093E;&#x0903; &#x0938;&#x094D;&#x0935;&#x0924;&#x0928;&#x094D;&#x0924;&#x094D;&#x0930;&#x093E;&#x0903; &#x0938;&#x092E;&#x0941;&#x0924;&#x094D;&#x092A;&#x0928;&#x094D;&#x0928;&#x093E;&#x0903; &#x0935;&#x0930;&#x094D;&#x0924;&#x0928;&#x094D;&#x0924;&#x0947; &#x0905;&#x092A;&#x093F; &#x091A;, &#x0917;&#x094C;&#x0930;&#x0935;&#x0926;&#x0943;&#x0936;&#x093E; &#x0905;&#x0927;&#x093F;&#x0915;&#x093E;&#x0930;&#x0926;&#x0943;&#x0936;&#x093E; &#x091A; &#x0938;&#x092E;&#x093E;&#x0928;&#x093E;&#x0903; &#x090F;&#x0935; &#x0935;&#x0930;&#x094D;&#x0924;&#x0928;&#x094D;&#x0924;&#x0947;&#x0964; &#x090F;&#x0924;&#x0947; &#x0938;&#x0930;&#x094D;&#x0935;&#x0947; &#x091A;&#x0947;&#x0924;&#x0928;&#x093E;-&#x0924;&#x0930;&#x094D;&#x0915;-&#x0936;&#x0915;&#x094D;&#x0924;&#x093F;&#x092D;&#x094D;&#x092F;&#x093E;&#x0902; &#x0938;&#x0941;&#x0938;&#x092E;&#x094D;&#x092A;&#x0928;&#x094D;&#x0928;&#x093E;&#x0903; &#x0938;&#x0928;&#x094D;&#x0924;&#x093F;&#x0964; &#x0905;&#x092A;&#x093F; &#x091A;, &#x0938;&#x0930;&#x094D;&#x0935;&#x0947;&#x093D;&#x092A;&#x093F; &#x092C;&#x0928;&#x094D;&#x0927;&#x0941;&#x0924;&#x094D;&#x0935;-&#x092D;&#x093E;&#x0935;&#x0928;&#x092F;&#x093E; &#x092A;&#x0930;&#x0938;&#x094D;&#x092A;&#x0930;&#x0902; &#x0935;&#x094D;&#x092F;&#x0935;&#x0939;&#x0930;&#x0928;&#x094D;&#x0924;&#x0941;&#x0964;"
095,Indo-European – Indo-Iranian,Sinhala,udhr_sinhala,&#x0DC3;&#x0DD2;&#x0DBA;&#x0DBD;&#x0DD6; &#x0DB8;&#x0DB1;&#x0DD4;&#x0DC2;&#x0DCA;&#x200D;&#x0DBA;&#x0DBA;&#x0DDD; &#x0DB1;&#x0DD2;&#x0DAF;&#x0DC4;&#x0DC3;&#x0DCA;&#x0DC0; &#x0D8B;&#x0DB4;&#x0DAD; &#x0DBD;&#x0DB6;&#x0DCF; &#x0D87;&#x0DAD;. &#x0D9C;&#x0DBB;&#x0DD4;&#x0DAD;&#x0DCA;&#x0DC0;&#x0DBA;&#x0DD9;&#x0DB1;&#x0DCA; &#x0DC4;&#x0DCF; &#x0D85;&#x0DBA;&#x0DD2;&#x0DAD;&#x0DD2;&#x0DC0;&#x0DCF;&#x0DC3;&#x0DD2;&#x0D9A;&#x0DB8;&#x0DCA; &#x0DC3;&#x0DB8;&#x0DCF;&#x0DB1; &#x0DC0;&#x0DD9;&#x0DAD;&#x0DD2;. &#x0DBA;&#x0DD4;&#x0D9A;&#x0DCA;&#x0DAD;&#x0DD2; &#x0D85;&#x0DBA;&#x0DD4;&#x0D9A;&#x0DCA;&#x0DAD;&#x0DD2; &#x0DB4;&#x0DD2;&#x0DC5;&#x0DD2;&#x0DB6;&#x0DB3; &#x0DC4;&#x0DD0;&#x0D9F;&#x0DD3;&#x0DB8;&#x0DD9;&#x0DB1;&#x0DCA; &#x0DC4;&#x0DCF; &#x0DC4;&#x0DD8;&#x0DAF;&#x0DBA; &#x0DC3;&#x0DCF;&#x0D9A;&#x0DCA;&#x0DC2;&#x0DD2;&#x0DBA;&#x0DD9;&#x0DB1;&#x0DCA; &#x0DBA;&#x0DD4;&#x0DAD;&#x0DCA; &#x0D94;&#x0DC0;&#x0DD4;&#x0DB1;&#x0DDC;&#x0DC0;&#x0DD4;&#x0DB1;&#x0DCA;&#x0DC0;&#x0DD4;&#x0DB1;&#x0DCA;&#x0DA7; &#x0DC3;&#x0DD0;&#x0DC5;&#x0D9A;&#x0DD2;&#x0DBA; &#x0DBA;&#x0DD4;&#x0DAD;&#x0DCA;&#x0DAD;&#x0DDA; &#x0DC3;&#x0DC4;&#x0DDD;&#x0DAF;&#x0DBB;&#x0DAD;&#x0DCA;&#x0DC0;&#x0DBA; &#x0DB4;&#x0DD2;&#x0DC5;&#x0DD2;&#x0DB6;&#x0DB3; &#x0DC4;&#x0DD0;&#x0D9F;&#x0DD3;&#x0DB8;&#x0DD9;&#x0DB1;&#x0DD2;.
096,Indo-European – Indo-Iranian,Urdu,udhr_urdu2,&#x062A;&#x0645;&#x0627;&#x0645; &#x0627;&#x0646;&#x0633;&#x0627;&#x0646; &#x0622;&#x0632;&#x0627;&#x062F; &#x0627;&#x0648;&#x0631; &#x062D;&#x0642;&#x0648;&#x0642; &#x0648; &#x0639;&#x0632;&#x062A; &#x06A9;&#x06D2; &#x0627;&#x0639;&#x062A;&#x0628;&#x0627;&#x0631; &#x0633;&#x06D2; &#x0628;&#x0631;&#x0627;&#x0628;&#x0631; &#x067E;&#x06CC;&#x062F;&#x0627; &#x06C1;&#x0648;&#x06D3; &#x06C1;&#x06CC;&#x06BA;&#x06D4; &#x0627;&#x0646;&#x06C1;&#x06CC;&#x06BA; &#x0636;&#x0645;&#x06CC;&#x0631; &#x0627;&#x0648;&#x0631; &#x0639;&#x0642;&#x0644; &#x0648;&#x062F;&#x06CC;&#x0639;&#x062A; &#x06C1;&#x0648;&#x0626;&#x06CC; &#x06C1;&#x06D2;&#x06D4; &#x0627;&#x0633;&#x0644;&#x06CC;&#x06D3; &#x0627;&#x0646;&#x06C1;&#x06CC;&#x06BA; &#x0627;&#x06CC;&#x06A9; &#x062F;&#x0648;&#x0633;&#x0631;&#x06D2; &#x06A9;&#x06D2; &#x0633;&#x0627;&#x062A;&#x06BE; &#x0628;&#x06BE;&#x0627;&#x0626;&#x06CC; &#x0686;&#x0627;&#x0631;&#x06D2; &#x06A9;&#x0627; &#x0633;&#x0644;&#x0648;&#x06A9; &#x06A9;&#x0631;&#x0646;&#x0627; &#x0686;&#x0627;&#x06C1;&#x06CC;&#x06D3;&#x06D4;
097,Indo-European – Italic,Classical Latin,udhr_latin_classical2,"Omnes homines dignitate et iure liberi et pares nascuntur, rationis et conscientiae participes sunt, quibus inter se concordiae studio est agendum."
098,Indo-European – Romance,Aragonese,udhr_aragonese,"Toz os ombres naxen libres y iguals en dinidat y en dreitos.  Adotatos de raz&#x00F3;n y de conzenzia, deben apachar-sen unos  con atros d'una manera freternal."
099,Indo-European – Romance,Aromanian,udhr_aromanian,Tuti iats&#x00E2;li umineshts&#x00E2; s-fac liberi shi egali la n&#x00E2;muzea shi-ndrepturli. Eali suntu h&#x00E2;rziti cu fichiri shi sinidisi shi lipseashti un cu alantu sh-si poart&#x00E2; tu duhlu-a fr&#x00E2;ts&#x00E2;ljiljei.
